branchname,"COLLECTION CODE","TOTAL ITEMS","ADULT ITEMS","YOUNG ADULT ITEMS","JUVENILE ITEMS","TOTAL ADDED LM","ADULT ADDED LM","YOUNG ADULT ADDED LM","JUVENILE ADDED LM","TOTAL DELETED LM","ADULT DELETED LM","YOUNG ADULT DELETED LM","JUVENILE DELETED LM"
"Seneca Free Library","VG-Nintendo Switch",,,,,,,,,,,,
"Seneca Free Library","VG-Nintendo Wii",,,,,,,,,,,,
"Seneca Free Library","VG-Nintendo Wii U",,,,,,,,,,,,
"Seneca Free Library","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Seneca Free Library","VG-PlayStation 3 (PS3)",,,,,,,,,,,,
"Seneca Free Library","VG-PlayStation 4 (PS4)",,,,,,,,,,,,
"Seneca Free Library","VG-PlayStation 5 (PS5)",,,,,,,,,,,,
"Seneca Free Library","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Seneca Free Library",VG-XBox,,,,,,,,,,,,
"Seneca Free Library","VG-XBox 360",,,,,,,,,,,,
"Seneca Free Library","VG-XBox One",,,,,,,,,,,,
"Seneca Free Library","VG-XBox X",,,,,,,,,,,,
"Seneca Free Library","Video (Blu-ray)",3,3,,,,,,,,,,
"Seneca Free Library","Video (Blu-ray/DVD combined edition)",10,6,,4,,,,,,,,
"Seneca Free Library","Video (DVD)",3132,1978,28,1126,2,1,,1,1,,,
"Seneca Free Library","Video (media player)",,,,,,,,,,,,
"Seneca Free Library","Video (VHS cassette)",,,,,,,,,,,,
"Seneca Free Library","Video-TV series (Blu-ray)",,,,,,,,,,,,
"Seneca Free Library","Video-TV series (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Seneca Free Library","Video-TV series (DVD)",106,102,,4,1,1,,,,,,
"Seneca Free Library","Video-TV series (media player)",,,,,,,,,,,,
"Seneca Free Library",Western,20,20,,,,,,,,,,
"Silver Lake Library",(Unclassified),6,2,,4,,,,,,,,
"Silver Lake Library","Action & Adventure",,,,,,,,,,,,
"Silver Lake Library","Adult literacy",,,,,,,,,,,,
"Silver Lake Library","African American history and literature",,,,,,,,,,,,
"Silver Lake Library","Archival materials",,,,,,,,,,,,
"Silver Lake Library",Atlas,,,,,,,,,,,,
"Silver Lake Library","Audiobook (cassette)",,,,,,,,,,,,
"Silver Lake Library","Audiobook (CD)",62,59,2,1,,,,,,,,
"Silver Lake Library","Audiobook (downloadable)",,,,,,,,,,,,
"Silver Lake Library","Audiobook (media player)",53,6,4,43,,,,,1,,,
"Silver Lake Library","Audiovisual equipment",,,,,,,,,,,,
"Silver Lake Library",Bakeware,,,,,,,,,,,,
"Silver Lake Library","Battle of the books",,,,,,,,,,,,
"Silver Lake Library",Bicycle,,,,,,,,,,,,
"Silver Lake Library",Bilingual,6,,,6,,,,,,,,
"Silver Lake Library",Binder,,,,,,,,,,,,
"Silver Lake Library",Biography,156,62,18,76,,,,,,,,
"Silver Lake Library","Blu-ray player",,,,,,,,,,,,
"Silver Lake Library","Board Book",104,,,104,5,,,5,1,,,
"Silver Lake Library","Chapter Books",,,,,,,,,,,,
"Silver Lake Library",Classics,,,,,,,,,,,,
"Silver Lake Library","Contemporary Issues",,,,,,,,,,,,
"Silver Lake Library","Downloadable Book",,,,,,,,,,,,
"Silver Lake Library","Downloadable Graphic Novel",,,,,,,,,,,,
"Silver Lake Library","Downloadable Magazine",,,,,,,,,,,,
"Silver Lake Library","Downloadable Movie",,,,,,,,,,,,
"Silver Lake Library","Downloadable Music",,,,,,,,,,,,
"Silver Lake Library","Downloadable TV Show",,,,,,,,,,,,
"Silver Lake Library","Easy Reader",546,3,,543,4,,,4,,,,
"Silver Lake Library",Education,43,,,43,1,,,1,,,,
"Silver Lake Library",Fiction,2843,1021,582,1240,42,19,13,10,7,,,
"Silver Lake Library",Gadget,26,8,,18,,,,,,,,
"Silver Lake Library",Genealogy,,,,,,,,,,,,
"Silver Lake Library","Graphic Novel",319,41,93,185,6,,1,5,,,,
"Silver Lake Library","Historical ",,,,,,,,,,,,
"Silver Lake Library",Holiday,14,2,,12,,,,,,,,
"Silver Lake Library","Holiday video",,,,,,,,,,,,
"Silver Lake Library",Inspirational,91,89,,2,,,,,,,,
"Silver Lake Library","Interlibrary Loan",114,56,8,50,3,1,,2,,,,
"Silver Lake Library",Kansas,109,108,,1,,,,,,,,
"Silver Lake Library","Kansas notable books",,,,,,,,,,,,
"Silver Lake Library","Large Print",989,986,2,1,7,7,,,,,,
"Silver Lake Library","Large Print Non-Fiction",13,13,,,,,,,,,,
"Silver Lake Library",LGBTQ+,,,,,,,,,,,,
"Silver Lake Library","Lynda.com course",,,,,,,,,,,,
"Silver Lake Library",Magazine,746,608,,138,13,10,,3,,,,
"Silver Lake Library",Map,,,,,,,,,,,,
"Silver Lake Library","McNaughton Fiction",,,,,,,,,,,,
"Silver Lake Library","McNaughton Non-fiction",,,,,,,,,,,,
"Silver Lake Library",Miscellaneous,6,,,6,,,,,,,,
"Silver Lake Library","Music : compact disc",,,,,,,,,,,,
"Silver Lake Library","Music : record",,,,,,,,,,,,
"Silver Lake Library","Musical instrument : brass instruments",,,,,,,,,,,,
"Silver Lake Library","Musical instrument : drums and percussion",,,,,,,,,,,,
"Silver Lake Library","Musical instrument : misceleaneous",,,,,,,,,,,,
"Silver Lake Library","Musical instrument : stringed instruments",,,,,,,,,,,,
"Silver Lake Library","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Silver Lake Library",Mystery,,,,,,,,,,,,
"Silver Lake Library",Mystery-Cozy,,,,,,,,,,,,
"Silver Lake Library",Non-Fiction,1074,458,5,611,18,16,,2,87,,,
"Silver Lake Library","On Display",1,1,,,,,,,,,,
"Silver Lake Library","Online Resource",,,,,,,,,,,,
"Silver Lake Library",Oversize,26,25,,1,,,,,,,,
"Silver Lake Library",Paperback,5,,1,4,,,,,,,,
"Silver Lake Library",Parenting,1,,,1,,,,,,,,
"Silver Lake Library","Periodical - Comic books",,,,,,,,,,,,
"Silver Lake Library","Picture Book",1563,39,1,1523,18,,,18,,,,
"Silver Lake Library","Professional Collection",,,,,,,,,,,,
"Silver Lake Library","Public Computer",,,,,,,,,,,,
"Silver Lake Library","Puzzles & Board Games",2,2,,,,,,,,,,
"Silver Lake Library","Read and listen - easy reader",6,,,6,,,,,,,,
"Silver Lake Library","Read and listen - fiction",4,,,4,,,,,,,,
"Silver Lake Library","Read and listen - non-fiction",,,,,,,,,,,,
"Silver Lake Library","Read and listen - picture book",13,,,13,,,,,,,,
"Silver Lake Library","Record player",,,,,,,,,,,,
"Silver Lake Library","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Silver Lake Library","Recreation : basketball equipment",,,,,,,,,,,,
"Silver Lake Library","Recreation : fishing equipment",,,,,,,,,,,,
"Silver Lake Library","Recreation : football equipment",,,,,,,,,,,,
"Silver Lake Library","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Silver Lake Library","Recreation : tennis equipment",,,,,,,,,,,,
"Silver Lake Library",Reference,,,,,,,,,,,,
"Silver Lake Library",Romance,,,,,,,,,,,,
"Silver Lake Library","Sci Fi-Fantasy",5,5,,,,,,,,,,
"Silver Lake Library",Software,,,,,,,,,,,,
"Silver Lake Library",Spanish,1,,,1,,,,,,,,
"Silver Lake Library","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Silver Lake Library","Sports & Recreation",,,,,,,,,,,,
"Silver Lake Library",VG--Videogame,3,3,,,,,,,,,,
"Silver Lake Library",VG-Gameboy,,,,,,,,,,,,
"Silver Lake Library","VG-Nintendo 3DS",,,,,,,,,,,,
"Silver Lake Library","VG-Nintendo DS",,,,,,,,,,,,
"Silver Lake Library","VG-Nintendo Gamecube",,,,,,,,,,,,
"Silver Lake Library","VG-Nintendo Switch",12,12,,,3,3,,,,,,
"Silver Lake Library","VG-Nintendo Wii",12,11,,1,,,,,2,,,
"Silver Lake Library","VG-Nintendo Wii U",2,2,,,,,,,,,,
"Silver Lake Library","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Silver Lake Library","VG-PlayStation 3 (PS3)",5,5,,,,,,,,,,
"Silver Lake Library","VG-PlayStation 4 (PS4)",6,6,,,,,,,,,,
"Silver Lake Library","VG-PlayStation 5 (PS5)",2,2,,,,,,,,,,
"Silver Lake Library","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Silver Lake Library",VG-XBox,,,,,,,,,,,,
"Silver Lake Library","VG-XBox 360",7,7,,,,,,,,,,
"Silver Lake Library","VG-XBox One",4,4,,,,,,,1,,,
"Silver Lake Library","VG-XBox X",,,,,,,,,,,,
"Silver Lake Library","Video (Blu-ray)",5,2,,3,,,,,1,,,
"Silver Lake Library","Video (Blu-ray/DVD combined edition)",9,8,,1,,,,,,,,
"Silver Lake Library","Video (DVD)",1128,710,1,417,1,1,,,2,,,
"Silver Lake Library","Video (media player)",,,,,,,,,,,,
"Silver Lake Library","Video (VHS cassette)",1,1,,,,,,,,,,
"Silver Lake Library","Video-TV series (Blu-ray)",3,3,,,,,,,,,,
"Silver Lake Library","Video-TV series (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Silver Lake Library","Video-TV series (DVD)",113,106,,7,,,,,,,,
"Silver Lake Library","Video-TV series (media player)",,,,,,,,,,,,
"Silver Lake Library",Western,2,2,,,,,,,,,,
"Tonganoxie Public Library",(Unclassified),,,,,,,,,,,,
"Tonganoxie Public Library","Action & Adventure",,,,,,,,,,,,
"Tonganoxie Public Library","Adult literacy",,,,,,,,,,,,
"Tonganoxie Public Library","African American history and literature",,,,,,,,,,,,
"Tonganoxie Public Library","Archival materials",,,,,,,,,,,,
"Tonganoxie Public Library",Atlas,,,,,,,,,,,,
"Tonganoxie Public Library","Audiobook (cassette)",,,,,,,,,,,,
"Tonganoxie Public Library","Audiobook (CD)",790,663,26,101,,,,,,,,
"Tonganoxie Public Library","Audiobook (downloadable)",,,,,,,,,,,,
"Tonganoxie Public Library","Audiobook (media player)",193,147,21,25,,,,,,,,
"Tonganoxie Public Library","Audiovisual equipment",,,,,,,,,,,,
"Tonganoxie Public Library",Bakeware,,,,,,,,,,,,
"Tonganoxie Public Library","Battle of the books",,,,,,,,,,,,
"Tonganoxie Public Library",Bicycle,,,,,,,,,,,,
"Tonganoxie Public Library",Bilingual,,,,,,,,,,,,
"Tonganoxie Public Library",Binder,,,,,,,,,,,,
"Tonganoxie Public Library",Biography,370,216,,154,,,,,,,,
"Tonganoxie Public Library","Blu-ray player",,,,,,,,,,,,
"Tonganoxie Public Library","Board Book",245,,,245,,,,,,,,
"Tonganoxie Public Library","Chapter Books",,,,,,,,,,,,
"Tonganoxie Public Library",Classics,,,,,,,,,,,,
"Tonganoxie Public Library","Contemporary Issues",,,,,,,,,,,,
"Tonganoxie Public Library","Downloadable Book",,,,,,,,,,,,
"Tonganoxie Public Library","Downloadable Graphic Novel",,,,,,,,,,,,
"Tonganoxie Public Library","Downloadable Magazine",,,,,,,,,,,,
"Tonganoxie Public Library","Downloadable Movie",,,,,,,,,,,,
"Tonganoxie Public Library","Downloadable Music",,,,,,,,,,,,
"Tonganoxie Public Library","Downloadable TV Show",,,,,,,,,,,,
"Tonganoxie Public Library","Easy Reader",593,,,593,4,,,4,2,,,
"Tonganoxie Public Library",Education,134,54,4,76,,,,,1,,,
"Tonganoxie Public Library",Fiction,5782,2927,835,2020,78,42,19,17,207,,,
"Tonganoxie Public Library",Gadget,45,30,9,6,,,,,,,,
"Tonganoxie Public Library",Genealogy,1,,1,,,,,,,,,
"Tonganoxie Public Library","Graphic Novel",1564,201,768,595,20,,11,9,5,,,
"Tonganoxie Public Library","Historical ",,,,,,,,,,,,
"Tonganoxie Public Library",Holiday,,,,,,,,,,,,
"Tonganoxie Public Library","Holiday video",,,,,,,,,,,,
"Tonganoxie Public Library",Inspirational,580,580,,,7,7,,,8,,,
"Tonganoxie Public Library","Interlibrary Loan",41,30,11,,32,26,6,,62,13,19,
"Tonganoxie Public Library",Kansas,298,291,1,6,,,,,,,,
"Tonganoxie Public Library","Kansas notable books",98,70,11,17,,,,,,,,
"Tonganoxie Public Library","Large Print",1425,1425,,,9,9,,,163,,,
"Tonganoxie Public Library","Large Print Non-Fiction",,,,,,,,,,,,
"Tonganoxie Public Library",LGBTQ+,,,,,,,,,,,,
"Tonganoxie Public Library","Lynda.com course",,,,,,,,,,,,
"Tonganoxie Public Library",Magazine,25,25,,,8,8,,,2,,,
"Tonganoxie Public Library",Map,,,,,,,,,,,,
"Tonganoxie Public Library","McNaughton Fiction",,,,,,,,,,,,
"Tonganoxie Public Library","McNaughton Non-fiction",,,,,,,,,,,,
"Tonganoxie Public Library",Miscellaneous,2,2,,,,,,,,,,
"Tonganoxie Public Library","Music : compact disc",295,276,,19,,,,,,,,
"Tonganoxie Public Library","Music : record",,,,,,,,,,,,
"Tonganoxie Public Library","Musical instrument : brass instruments",,,,,,,,,,,,
"Tonganoxie Public Library","Musical instrument : drums and percussion",,,,,,,,,,,,
"Tonganoxie Public Library","Musical instrument : misceleaneous",,,,,,,,,,,,
"Tonganoxie Public Library","Musical instrument : stringed instruments",,,,,,,,,,,,
"Tonganoxie Public Library","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Tonganoxie Public Library",Mystery,2526,2526,,,32,32,,,1,,,
"Tonganoxie Public Library",Mystery-Cozy,,,,,,,,,,,,
"Tonganoxie Public Library",Non-Fiction,3547,2136,5,1406,40,34,,6,13,,,
"Tonganoxie Public Library","On Display",,,,,,,,,,,,
"Tonganoxie Public Library","Online Resource",,,,,,,,,,,,
"Tonganoxie Public Library",Oversize,,,,,,,,,,,,
"Tonganoxie Public Library",Paperback,,,,,,,,,,,,
"Tonganoxie Public Library",Parenting,,,,,,,,,,,,
"Tonganoxie Public Library","Periodical - Comic books",,,,,,,,,,,,
"Tonganoxie Public Library","Picture Book",3118,,,3118,34,,,34,3,,,
"Tonganoxie Public Library","Professional Collection",1,1,,,,,,,,,,
"Tonganoxie Public Library","Public Computer",39,39,,,,,,,,,,
"Tonganoxie Public Library","Puzzles & Board Games",28,,,28,,,,,,,,
"Tonganoxie Public Library","Read and listen - easy reader",,,,,,,,,,,,
"Tonganoxie Public Library","Read and listen - fiction",,,,,,,,,,,,
"Tonganoxie Public Library","Read and listen - non-fiction",,,,,,,,,,,,
"Tonganoxie Public Library","Read and listen - picture book",10,,,10,,,,,,,,
"Tonganoxie Public Library","Record player",,,,,,,,,,,,
"Tonganoxie Public Library","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Tonganoxie Public Library","Recreation : basketball equipment",,,,,,,,,,,,
"Tonganoxie Public Library","Recreation : fishing equipment",,,,,,,,,,,,
"Tonganoxie Public Library","Recreation : football equipment",,,,,,,,,,,,
"Tonganoxie Public Library","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Tonganoxie Public Library","Recreation : tennis equipment",,,,,,,,,,,,
"Tonganoxie Public Library",Reference,2,2,,,,,,,,,,
"Tonganoxie Public Library",Romance,,,,,,,,,,,,
"Tonganoxie Public Library","Sci Fi-Fantasy",550,548,2,,34,34,,,1,,,
"Tonganoxie Public Library",Software,,,,,,,,,,,,
"Tonganoxie Public Library",Spanish,122,29,6,87,,,,,,,,
"Tonganoxie Public Library","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Tonganoxie Public Library","Sports & Recreation",,,,,,,,,,,,
"Tonganoxie Public Library",VG--Videogame,,,,,,,,,,,,
"Tonganoxie Public Library",VG-Gameboy,,,,,,,,,,,,
"Tonganoxie Public Library","VG-Nintendo 3DS",,,,,,,,,,,,
"Tonganoxie Public Library","VG-Nintendo DS",9,,4,5,,,,,7,,,
"Tonganoxie Public Library","VG-Nintendo Gamecube",,,,,,,,,,,,
"Tonganoxie Public Library","VG-Nintendo Switch",58,1,2,55,1,,,1,,,,
"Tonganoxie Public Library","VG-Nintendo Wii",21,1,5,15,,,,,11,,,
"Tonganoxie Public Library","VG-Nintendo Wii U",4,,,4,,,,,1,,,
"Tonganoxie Public Library","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Tonganoxie Public Library","VG-PlayStation 3 (PS3)",50,24,12,14,,,,,9,,,
"Tonganoxie Public Library","VG-PlayStation 4 (PS4)",58,18,10,30,,,,,7,,,
"Tonganoxie Public Library","VG-PlayStation 5 (PS5)",4,,1,3,4,,1,3,,,,
"Tonganoxie Public Library","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Tonganoxie Public Library",VG-XBox,,,,,,,,,,,,
"Tonganoxie Public Library","VG-XBox 360",37,10,6,21,,,,,18,,,
"Tonganoxie Public Library","VG-XBox One",35,7,3,25,,,,,6,,,
"Tonganoxie Public Library","VG-XBox X",1,,,1,,,,,,,,
"Tonganoxie Public Library","Video (Blu-ray)",57,54,1,2,,,,,,,,
"Tonganoxie Public Library","Video (Blu-ray/DVD combined edition)",39,31,,8,,,,,,,,
"Tonganoxie Public Library","Video (DVD)",2310,1473,16,821,5,4,,1,5,1,,
"Tonganoxie Public Library","Video (media player)",38,13,,25,,,,,,,,
"Tonganoxie Public Library","Video (VHS cassette)",,,,,,,,,,,,
"Tonganoxie Public Library","Video-TV series (Blu-ray)",,,,,,,,,,,,
"Tonganoxie Public Library","Video-TV series (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Tonganoxie Public Library","Video-TV series (DVD)",215,185,11,19,,,,,1,,,
"Tonganoxie Public Library","Video-TV series (media player)",,,,,,,,,,,,
"Tonganoxie Public Library",Western,507,507,,,3,3,,,,,,
"Valley Falls, Delaware Township Library",(Unclassified),15,11,,4,,,,,,,,
"Valley Falls, Delaware Township Library","Action & Adventure",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Adult literacy",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","African American history and literature",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Archival materials",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Atlas,,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Audiobook (cassette)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Audiobook (CD)",113,92,1,20,,,,,,,,
"Valley Falls, Delaware Township Library","Audiobook (downloadable)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Audiobook (media player)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Audiovisual equipment",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Bakeware,,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Battle of the books",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Bicycle,,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Bilingual,,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Binder,,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Biography,260,87,1,172,,,,,,,,
"Valley Falls, Delaware Township Library","Blu-ray player",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Board Book",148,1,,147,1,,,1,,,,
"Valley Falls, Delaware Township Library","Chapter Books",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Classics,,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Contemporary Issues",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Downloadable Book",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Downloadable Graphic Novel",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Downloadable Magazine",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Downloadable Movie",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Downloadable Music",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Downloadable TV Show",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Easy Reader",358,1,,357,1,,,1,,,,
"Valley Falls, Delaware Township Library",Education,1,1,,,,,,,,,,
"Valley Falls, Delaware Township Library",Fiction,1850,1134,167,549,5,4,1,,,,,
"Valley Falls, Delaware Township Library",Gadget,2,2,,,,,,,,,,
"Valley Falls, Delaware Township Library",Genealogy,1,1,,,,,,,,,,
"Valley Falls, Delaware Township Library","Graphic Novel",119,6,50,63,2,,,2,,,,
"Valley Falls, Delaware Township Library","Historical ",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Holiday,173,3,,170,,,,,,,,
"Valley Falls, Delaware Township Library","Holiday video",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Inspirational,1,1,,,,,,,,,,
"Valley Falls, Delaware Township Library","Interlibrary Loan",36,36,,,,,,,,,,
"Valley Falls, Delaware Township Library",Kansas,120,120,,,,,,,,,,
"Valley Falls, Delaware Township Library","Kansas notable books",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Large Print",1521,1520,1,,1,1,,,,,,
"Valley Falls, Delaware Township Library","Large Print Non-Fiction",38,38,,,,,,,,,,
"Valley Falls, Delaware Township Library",LGBTQ+,,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Lynda.com course",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Magazine,,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Map,,,,,,,,,,,,
"Valley Falls, Delaware Township Library","McNaughton Fiction",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","McNaughton Non-fiction",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Miscellaneous,4,4,,,,,,,,,,
"Valley Falls, Delaware Township Library","Music : compact disc",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Music : record",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Musical instrument : brass instruments",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Musical instrument : drums and percussion",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Musical instrument : misceleaneous",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Musical instrument : stringed instruments",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Mystery,1122,1121,1,,,,,,5,,,
"Valley Falls, Delaware Township Library",Mystery-Cozy,,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Non-Fiction,1344,407,14,923,,,,,1,,,
"Valley Falls, Delaware Township Library","On Display",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Online Resource",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Oversize,137,19,,118,,,,,,,,
"Valley Falls, Delaware Township Library",Paperback,,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Parenting,17,17,,,,,,,,,,
"Valley Falls, Delaware Township Library","Periodical - Comic books",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Picture Book",841,6,,835,2,,,2,,,,
"Valley Falls, Delaware Township Library","Professional Collection",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Public Computer",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Puzzles & Board Games",14,6,,8,,,,,,,,
"Valley Falls, Delaware Township Library","Read and listen - easy reader",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Read and listen - fiction",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Read and listen - non-fiction",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Read and listen - picture book",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Record player",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Recreation : basketball equipment",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Recreation : fishing equipment",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Recreation : football equipment",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Recreation : tennis equipment",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Reference,,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Romance,1,1,,,,,,,,,,
"Valley Falls, Delaware Township Library","Sci Fi-Fantasy",22,21,1,,,,,,,,,
"Valley Falls, Delaware Township Library",Software,,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Spanish,,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Sports & Recreation",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",VG--Videogame,,,,,,,,,,,,
"Valley Falls, Delaware Township Library",VG-Gameboy,,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-Nintendo 3DS",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-Nintendo DS",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-Nintendo Gamecube",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-Nintendo Switch",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-Nintendo Wii",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-Nintendo Wii U",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-PlayStation 3 (PS3)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-PlayStation 4 (PS4)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-PlayStation 5 (PS5)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",VG-XBox,,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-XBox 360",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-XBox One",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","VG-XBox X",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Video (Blu-ray)",182,146,,36,,,,,,,,
"Valley Falls, Delaware Township Library","Video (Blu-ray/DVD combined edition)",1,1,,,,,,,,,,
"Valley Falls, Delaware Township Library","Video (DVD)",1119,801,6,312,,,,,,,,
"Valley Falls, Delaware Township Library","Video (media player)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Video (VHS cassette)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Video-TV series (Blu-ray)",3,3,,,,,,,,,,
"Valley Falls, Delaware Township Library","Video-TV series (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library","Video-TV series (DVD)",314,287,,27,,,,,,,,
"Valley Falls, Delaware Township Library","Video-TV series (media player)",,,,,,,,,,,,
"Valley Falls, Delaware Township Library",Western,31,31,,,,,,,,,,
"Wellsville City Library",(Unclassified),6,3,1,2,,,,,,,,
"Wellsville City Library","Action & Adventure",,,,,,,,,,,,
"Wellsville City Library","Adult literacy",,,,,,,,,,,,
"Wellsville City Library","African American history and literature",,,,,,,,,,,,
"Wellsville City Library","Archival materials",,,,,,,,,,,,
"Wellsville City Library",Atlas,,,,,,,,,,,,
"Wellsville City Library","Audiobook (cassette)",3,3,,,,,,,,,,
"Wellsville City Library","Audiobook (CD)",406,315,73,18,1,1,,,12,,,
"Wellsville City Library","Audiobook (downloadable)",,,,,,,,,,,,
"Wellsville City Library","Audiobook (media player)",,,,,,,,,,,,
"Wellsville City Library","Audiovisual equipment",,,,,,,,,,,,
"Wellsville City Library",Bakeware,,,,,,,,,,,,
"Wellsville City Library","Battle of the books",,,,,,,,,,,,
"Wellsville City Library",Bicycle,,,,,,,,,,,,
"Wellsville City Library",Bilingual,,,,,,,,,,,,
"Wellsville City Library",Binder,,,,,,,,,,,,
"Wellsville City Library",Biography,747,305,364,78,3,2,1,,,,,
"Wellsville City Library","Blu-ray player",,,,,,,,,,,,
"Wellsville City Library","Board Book",,,,,,,,,,,,
"Wellsville City Library","Chapter Books",,,,,,,,,,,,
"Wellsville City Library",Classics,,,,,,,,,,,,
"Wellsville City Library","Contemporary Issues",,,,,,,,,,,,
