branchname,"COLLECTION CODE","TOTAL ITEMS","ADULT ITEMS","YOUNG ADULT ITEMS","JUVENILE ITEMS","TOTAL ADDED LM","ADULT ADDED LM","YOUNG ADULT ADDED LM","JUVENILE ADDED LM","TOTAL DELETED LM","ADULT DELETED LM","YOUNG ADULT DELETED LM","JUVENILE DELETED LM"
"Prairie Hills Schools - Sabetha Elementary School","Audiovisual equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Bakeware,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Battle of the books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Bicycle,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Bilingual,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Binder,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Biography,293,1,,292,,,,,1,,,
"Prairie Hills Schools - Sabetha Elementary School","Blu-ray player",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Board Book",47,,,47,,,,,1,,,
"Prairie Hills Schools - Sabetha Elementary School","Chapter Books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Classics,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Contemporary Issues",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Downloadable Book",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Downloadable Graphic Novel",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Downloadable Magazine",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Downloadable Movie",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Downloadable Music",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Downloadable TV Show",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Easy Reader",1585,1,1,1583,1,,,1,6,,,
"Prairie Hills Schools - Sabetha Elementary School",Education,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Fiction,5576,3,5,5568,5,,,5,2,,,
"Prairie Hills Schools - Sabetha Elementary School",Gadget,234,231,,3,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Genealogy,1,,,1,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Graphic Novel",392,,1,391,1,,,1,3,,,
"Prairie Hills Schools - Sabetha Elementary School","Historical ",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Holiday,6,,,6,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Holiday video",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Inspirational,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Interlibrary Loan",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Kansas,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Kansas notable books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Large Print",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Large Print Non-Fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",LGBTQ+,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Lynda.com course",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Magazine,1,,,1,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Map,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","McNaughton Fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","McNaughton Non-fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Miscellaneous,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Music : compact disc",2,,,2,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Music : record",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Musical instrument : brass instruments",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Musical instrument : drums and percussion",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Musical instrument : misceleaneous",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Musical instrument : stringed instruments",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Mystery,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Mystery-Cozy,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Non-Fiction,3665,5,1,3659,,,,,6,,,
"Prairie Hills Schools - Sabetha Elementary School","On Display",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Online Resource",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Oversize,1,,,1,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Paperback,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Parenting,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Periodical - Comic books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Picture Book",4783,1,,4782,,,,,5,,,
"Prairie Hills Schools - Sabetha Elementary School","Professional Collection",1,,,1,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Public Computer",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Puzzles & Board Games",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Read and listen - easy reader",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Read and listen - fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Read and listen - non-fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Read and listen - picture book",1,,,1,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Record player",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Recreation : basketball equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Recreation : fishing equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Recreation : football equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Recreation : tennis equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Reference,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Romance,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Sci Fi-Fantasy",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Software,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Spanish,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Sports & Recreation",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",VG--Videogame,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",VG-Gameboy,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-Nintendo 3DS",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-Nintendo DS",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-Nintendo Gamecube",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-Nintendo Switch",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-Nintendo Wii",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-Nintendo Wii U",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-PlayStation 3 (PS3)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-PlayStation 4 (PS4)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-PlayStation 5 (PS5)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",VG-XBox,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-XBox 360",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-XBox One",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","VG-XBox X",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Video (Blu-ray)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Video (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Video (DVD)",19,1,,18,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Video (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Video (VHS cassette)",6,,,6,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Video-TV series (Blu-ray)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Video-TV series (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Video-TV series (DVD)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School","Video-TV series (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Elementary School",Western,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",(Unclassified),,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Action & Adventure",89,89,,,4,4,,,5,,,
"Prairie Hills Schools - Sabetha High School","Adult literacy",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","African American history and literature",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Archival materials",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Atlas,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Audiobook (cassette)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Audiobook (CD)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Audiobook (downloadable)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Audiobook (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Audiovisual equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Bakeware,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Battle of the books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Bicycle,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Bilingual,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Binder,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Biography,152,152,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Blu-ray player",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Board Book",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Chapter Books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Classics,31,30,,1,1,1,,,,,,
"Prairie Hills Schools - Sabetha High School","Contemporary Issues",179,179,,,15,15,,,16,,,
"Prairie Hills Schools - Sabetha High School","Downloadable Book",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Downloadable Graphic Novel",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Downloadable Magazine",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Downloadable Movie",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Downloadable Music",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Downloadable TV Show",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Easy Reader",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Education,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Fiction,177,177,,,,,,,11,,,
"Prairie Hills Schools - Sabetha High School",Gadget,17,17,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Genealogy,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Graphic Novel",61,61,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Historical ",161,161,,,3,3,,,3,,,
"Prairie Hills Schools - Sabetha High School",Holiday,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Holiday video",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Inspirational,31,31,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Interlibrary Loan",1,1,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Kansas,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Kansas notable books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Large Print",1,1,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Large Print Non-Fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",LGBTQ+,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Lynda.com course",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Magazine,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Map,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","McNaughton Fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","McNaughton Non-fiction",1,1,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Miscellaneous,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Music : compact disc",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Music : record",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Musical instrument : brass instruments",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Musical instrument : drums and percussion",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Musical instrument : misceleaneous",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Musical instrument : stringed instruments",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Mystery,324,323,1,,4,4,,,3,,,
"Prairie Hills Schools - Sabetha High School",Mystery-Cozy,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Non-Fiction,1303,1303,,,38,38,,,2,,,
"Prairie Hills Schools - Sabetha High School","On Display",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Online Resource",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Oversize,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Paperback,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Parenting,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Periodical - Comic books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Picture Book",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Professional Collection",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Public Computer",25,25,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Puzzles & Board Games",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Read and listen - easy reader",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Read and listen - fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Read and listen - non-fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Read and listen - picture book",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Record player",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Recreation : basketball equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Recreation : fishing equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Recreation : football equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Recreation : tennis equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Reference,450,450,,,2,2,,,,,,
"Prairie Hills Schools - Sabetha High School",Romance,333,333,,,15,15,,,,,,
"Prairie Hills Schools - Sabetha High School","Sci Fi-Fantasy",512,512,,,13,13,,,6,,,
"Prairie Hills Schools - Sabetha High School",Software,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Spanish,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Sports & Recreation",35,35,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",VG--Videogame,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",VG-Gameboy,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-Nintendo 3DS",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-Nintendo DS",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-Nintendo Gamecube",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-Nintendo Switch",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-Nintendo Wii",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-Nintendo Wii U",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-PlayStation 3 (PS3)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-PlayStation 4 (PS4)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-PlayStation 5 (PS5)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",VG-XBox,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-XBox 360",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-XBox One",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","VG-XBox X",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video (Blu-ray)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video (DVD)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video (VHS cassette)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video-TV series (Blu-ray)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video-TV series (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video-TV series (DVD)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video-TV series (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Western,97,97,,,1,1,,,4,,,
"Prairie Hills Schools - Sabetha Middle School",(Unclassified),2,,2,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Action & Adventure",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Adult literacy",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","African American history and literature",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Archival materials",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Atlas,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Audiobook (cassette)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Audiobook (CD)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Audiobook (downloadable)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Audiobook (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Audiovisual equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Bakeware,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Battle of the books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Bicycle,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Bilingual,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Binder,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Biography,278,,278,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Blu-ray player",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Board Book",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Chapter Books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Classics,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Contemporary Issues",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Downloadable Book",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Downloadable Graphic Novel",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Downloadable Magazine",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Downloadable Movie",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Downloadable Music",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Downloadable TV Show",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Easy Reader",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Education,1,,1,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Fiction,2656,,2637,19,3,,3,,,,,
"Prairie Hills Schools - Sabetha Middle School",Gadget,7,,7,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Genealogy,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Graphic Novel",12,,8,4,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Historical ",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Holiday,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Holiday video",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Inspirational,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Interlibrary Loan",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Kansas,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Kansas notable books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Large Print",6,,6,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Large Print Non-Fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",LGBTQ+,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Lynda.com course",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Magazine,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Map,14,,14,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","McNaughton Fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","McNaughton Non-fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Miscellaneous,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Music : compact disc",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Music : record",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Musical instrument : brass instruments",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Musical instrument : drums and percussion",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Musical instrument : misceleaneous",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Musical instrument : stringed instruments",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Mystery,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Mystery-Cozy,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Non-Fiction,1758,,1758,,1,,1,,,,,
"Prairie Hills Schools - Sabetha Middle School","On Display",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Online Resource",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Oversize,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Paperback,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Parenting,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Periodical - Comic books",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Picture Book",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Professional Collection",5,,5,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Public Computer",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Puzzles & Board Games",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Read and listen - easy reader",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Read and listen - fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Read and listen - non-fiction",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Read and listen - picture book",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Record player",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Recreation : basketball equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Recreation : fishing equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Recreation : football equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Recreation : tennis equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Reference,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Romance,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Sci Fi-Fantasy",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Software,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Spanish,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Sports & Recreation",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",VG--Videogame,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",VG-Gameboy,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-Nintendo 3DS",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-Nintendo DS",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-Nintendo Gamecube",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-Nintendo Switch",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-Nintendo Wii",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-Nintendo Wii U",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-PlayStation 3 (PS3)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-PlayStation 4 (PS4)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-PlayStation 5 (PS5)",,,,,,,,,,,,
